publisher_id,reason,evidence,author,dated
7ED3D8E0-1BD7-461F-8EB9-1FFDBD20AC50,"River Ryton arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 54.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 464,197.2 E 391,065.9 N with 54.8 km above it and no outflow; the link's upstream node at 465,716.1 E 391,285.8 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.5 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
FBEC7F0E-51DB-4A0A-9C90-4FB7F58B945B,"River Calder arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 53.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 385,234.5 E 431,865.7 N with 53.7 km above it and no outflow; the link's upstream node at 383,780.9 E 432,812.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 13.8 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
96906F80-C834-46E8-AC98-E10954662D7F,"Turkey Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 50.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 534,222.1 E 198,771.0 N with 50.6 km above it and no outflow; the link's upstream node at 536,810.1 E 198,268.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 9.2 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
EDC38035-43E1-4A20-899D-6296BE1B73AC,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 47.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 397,552.6 E 139,218.4 N with 47.8 km above it and no outflow; the link's upstream node at 398,440.4 E 138,417.8 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 0.6 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
0EA05313-44ED-43F3-A961-4586026BD04D,"Nant y Ffin arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 45.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 279,329.2 E 247,544.7 N with 45.7 km above it and no outflow; the link's upstream node at 278,484.5 E 246,973.5 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 25.6 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
9FF31246-F127-4D9A-8289-FC5C3EC99449,"River Frome arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 45.1 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 375,842.2 E 209,019.7 N with 45.1 km above it and no outflow; the link's upstream node at 375,183.0 E 210,483.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 10.7 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
D6338A88-86A7-44BC-8D55-C522AA605AD7,"River Darwen arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 43.1 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 367,915.5 E 425,698.5 N with 43.1 km above it and no outflow; the link's upstream node at 366,225.1 E 426,994.0 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 9.4 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
C837AE07-8397-470A-A6D8-331059D8F830,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 43.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 524,939.5 E 208,057.4 N with 43.0 km above it and no outflow; the link's upstream node at 525,334.3 E 209,793.5 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 45.4 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
5C5CFE2E-BC51-4BA5-AC41-7DBB314FB87A,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 42.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 432,137.6 E 295,098.7 N with 42.7 km above it and no outflow; the link's upstream node at 432,600.7 E 296,158.8 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 25.2 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
5AE3BA99-7F01-49B9-BCFB-06759C1672F3,"River Perry arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 41.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 335,985.9 E 329,765.7 N with 41.0 km above it and no outflow; the link's upstream node at 336,265.6 E 329,866.9 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.1 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
A59F2C8F-56F1-4BE9-951D-D92F65258582,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 40.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 485,158.2 E 147,173.4 N with 40.6 km above it and no outflow; the link's upstream node at 486,017.2 E 146,998.5 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 2.9 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
DB062AC7-C83A-4012-80E4-2DE985C2781F,"Shropshire Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 38.9 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 408,727.7 E 315,984.9 N with 38.9 km above it and no outflow; the link's upstream node at 408,835.5 E 316,613.7 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 8.5 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
B4FC4E04-CBE6-4854-BE11-CC9C7F870A9C,"Par River arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 38.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 205,738.1 E 57,294.9 N with 38.8 km above it and no outflow; the link's upstream node at 205,681.9 E 56,940.8 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 13.8 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
A360D66A-C43D-4628-86F5-5E6047FE4E20,"Hole Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 38.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 360,929.4 E 429,963.2 N with 38.3 km above it and no outflow; the link's upstream node at 360,344.2 E 429,276.5 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 19.0 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
E34AEF12-88DF-49C6-8B9C-29850BB0446F,"Strine Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 37.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 366,863.7 E 315,781.5 N with 37.8 km above it and no outflow; the link's upstream node at 364,432.0 E 317,456.3 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.5 m over 3,299 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
E22AA571-CF2D-4FF8-9EDF-400EE269CFC3,"River Hyndburn arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 37.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 374,629.8 E 428,873.6 N with 37.8 km above it and no outflow; the link's upstream node at 373,982.3 E 429,745.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 18.2 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
1CA01569-A768-4DAD-85FE-E70851E7004E,"Colne Water arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 37.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 386,724.6 E 439,374.8 N with 37.0 km above it and no outflow; the link's upstream node at 386,541.1 E 439,335.2 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: 2.8 m over 203 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
0F940670-6709-49E1-B2E1-1929AB617917,"Newmill Channel arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 36.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 586,685.2 E 130,889.6 N with 36.7 km above it and no outflow; the link's upstream node at 587,575.4 E 128,747.5 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.8 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
60F17EEA-3138-4C40-A309-83DE9EB9BFA7,"New Cut arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 36.7 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 509,940.4 E 357,289.6 N with 36.7 km above it and no outflow; the link's upstream node at 514,680.7 E 353,805.5 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.1 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
59EBFB8A-5D42-4123-B174-8C0A44DBFF5A,"River Brock arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 36.6 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 352,676.1 E 441,315.2 N with 36.6 km above it and no outflow; the link's upstream node at 348,192.8 E 440,906.9 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 28.8 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
11B41E5D-2E62-4DEE-8A96-C9FBBDE68627,"an unnamed watercourse arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 35.5 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 473,223.7 E 352,641.8 N with 35.5 km above it and no outflow; the link's upstream node at 474,227.0 E 351,583.7 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 0.9 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
B24562A4-A924-4702-84B0-6A16DEE39966,"River Colne arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 35.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 504,238.3 E 192,216.1 N with 35.3 km above it and no outflow; the link's upstream node at 503,943.2 E 190,052.8 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 3.2 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
80639F03-2748-494B-B3F0-8B249F3535FA,"Montgomery Canal arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 35.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 324,101.9 E 313,699.6 N with 35.3 km above it and no outflow; the link's upstream node at 325,234.9 E 313,425.0 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 7.1 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
C3C59DD5-05A0-44C4-BF76-D2786BE96D48,"River Trent arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 34.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 403,596.7 E 320,105.9 N with 34.8 km above it and no outflow; the link's upstream node at 404,950.2 E 318,693.1 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: 0.9 m over 2,139 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
B82A7AEB-9286-40D1-879A-6D15AB3D5419,"Dowlais Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 33.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 328,545.0 E 194,086.9 N with 33.8 km above it and no outflow; the link's upstream node at 332,548.4 E 192,476.4 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 46.1 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
543CE473-1356-43B5-8518-A5278333BAAA,"Coal Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 33.2 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 368,623.2 E 334,049.0 N with 33.2 km above it and no outflow; the link's upstream node at 368,426.6 E 334,034.5 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 0.7 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
F2ED8211-058C-43D6-992D-906E4D9073F0,"Edge End Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 32.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 385,075.0 E 437,030.1 N with 32.3 km above it and no outflow; the link's upstream node at 384,488.5 E 437,633.2 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 37.1 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
C19BD496-C119-47CC-909A-7048341DFC7F,"Bourne Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 31.3 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 410,472.6 E 313,759.8 N with 31.3 km above it and no outflow; the link's upstream node at 413,741.6 E 316,214.5 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 18.0 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
41D94D82-09D8-4E02-8B65-723B4AF4CE94,"River Leach arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 29.9 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 421,570.9 E 202,067.0 N with 29.9 km above it and no outflow; the link's upstream node at 422,235.4 E 201,125.6 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 2.4 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
21844F2D-3637-4B4F-987B-76C089CB7386,"River Yarrow arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 29.5 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 360,675.2 E 416,323.1 N with 29.5 km above it and no outflow; the link's upstream node at 359,196.2 E 416,236.8 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 29.9 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
4D0A2EBC-9A49-4BFB-9E0C-E5E9F2E2034E,"Montgomery Canal arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 29.1 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 330,416.7 E 324,829.0 N with 29.1 km above it and no outflow; the link's upstream node at 330,542.7 E 324,732.3 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.9 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
902D26F7-80EE-4144-BCF2-5C91D1AE7303,"Malpas Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 29.0 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 330,262.0 E 189,465.1 N with 29.0 km above it and no outflow; the link's upstream node at 330,583.5 E 189,327.7 N is in the set the crawl reaches, so it drains. Terrain 50 says nothing: -0.4 m over 615 m is inside its own error bar. This reversal rests on topology alone. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
1C30B0A1-1ABC-47C4-AA7B-FB1CEF6FCB43,"River Lambourn arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 28.9 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 446,942.1 E 168,226.4 N with 28.9 km above it and no outflow; the link's upstream node at 447,799.4 E 168,051.7 N is in the set the crawl reaches, so it drains. Terrain 50 weakly corroborates: 1.7 m towards the end this drains to, inside the ~4 m error bar and therefore not evidence on its own. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
3675FD15-7459-425F-8E11-D302FFECC507,"Caerfanell arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 28.8 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 311,385.9 E 222,543.0 N with 28.8 km above it and no outflow; the link's upstream node at 311,630.3 E 222,870.4 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 7.5 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
09D0C277-F1ED-402A-BB96-A0969FF96397,"Arley Brook arrives at a node with no outflow, so the water stops. Its OTHER end is at a node the crawl has already reached, which means that end drains to the sea. A link drawn from a place the water can leave towards a place it cannot is drawn backwards; turned round, it carries 27.9 km of stranded catchment out.","Measured on OS Open Rivers issue 2026-04: the dead end is at 358,999.5 E 410,599.4 N with 27.9 km above it and no outflow; the link's upstream node at 358,669.2 E 410,973.6 N is in the set the crawl reaches, so it drains. Terrain 50 corroborates: the ground falls 32.0 m towards the end this reversal drains to, outside the ~4 m error bar. Asked of THIS inflow and not of the node, so that reversing one of several inflows cannot point the water deeper into the same stranded region (§5). JUDGED BY RULE, not by a person looking at the place: see rewt/candidates.py propose_reversals.","rewt candidates (rule), reviewed by Claude",2026-08-31
